State of Geography A,County Name of Geography A,State of Geography B,County Name of Geography B,B-A_Estimate,MOE,A-B_Estimate,MOE,Net_Estimate,MOE,Gross_Estimate,MOE
Georgia,Houston County,Michigan,Benzie County,0,,18,23,-18,23,18,23
Georgia,Houston County,Michigan,Wayne County,28,127,0,,28,127,28,127
Georgia,Houston County,Minnesota,Hennepin County,0,,12,16,-12,16,12,16
Georgia,Houston County,Minnesota,Ramsey County,15,20,0,,15,20,15,20
Georgia,Houston County,Mississippi,Harrison County,37,42,37,35,0,54,74,56
Georgia,Houston County,Mississippi,Jackson County,14,22,0,,14,22,14,22
Georgia,Houston County,Missouri,Franklin County,0,,26,40,-26,40,26,40
Georgia,Houston County,Missouri,Howell County,31,50,0,,31,50,31,50
Georgia,Houston County,Missouri,Jefferson County,0,,16,24,-16,24,16,24
Georgia,Houston County,Missouri,Platte County,0,,3,5,-3,5,3,5
Georgia,Houston County,Missouri,St. Louis County,41,67,0,,41,67,41,67
Georgia,Houston County,Missouri,St. Louis City,4,9,0,,4,9,4,9
Georgia,Houston County,Montana,Cascade County,0,,22,35,-22,35,22,35
Georgia,Houston County,Montana,Yellowstone County,0,,38,58,-38,58,38,58
Georgia,Houston County,Nevada,Clark County,9,12,41,54,-32,55,50,55
Georgia,Houston County,New Jersey,Burlington County,157,144,70,87,87,176,227,161
Georgia,Houston County,New Jersey,Camden County,16,27,602,840,-586,843,618,838
Georgia,Houston County,New Jersey,Monmouth County,10,17,0,,10,17,10,17
Georgia,Houston County,New Mexico,Bernalillo County,49,84,0,,49,84,49,84
Georgia,Houston County,New Mexico,Curry County,85,134,0,,85,134,85,134
Georgia,Houston County,New York,Albany County,0,,7,15,-7,15,7,15
Georgia,Houston County,New York,Bronx County,0,,12,19,-12,19,12,19
Georgia,Houston County,New York,Broome County,0,,7,12,-7,12,7,12
Georgia,Houston County,New York,Chemung County,34,57,0,,34,57,34,57
Georgia,Houston County,New York,Erie County,102,168,10,19,92,168,112,170
Georgia,Houston County,New York,Kings County,17,28,0,,17,28,17,28
Georgia,Houston County,New York,New York County,0,,15,23,-15,23,15,23
Georgia,Houston County,New York,Oneida County,19,29,0,,19,29,19,29
Georgia,Houston County,New York,Ontario County,0,,76,113,-76,113,76,113
Georgia,Houston County,New York,Oswego County,0,,4,5,-4,5,4,5
Georgia,Houston County,New York,Steuben County,53,76,0,,53,76,53,76
Georgia,Houston County,New York,Westchester County,30,47,0,,30,47,30,47
Georgia,Houston County,North Carolina,Carteret County,0,,21,33,-21,33,21,33
Georgia,Houston County,North Carolina,Craven County,0,,27,44,-27,44,27,44
Georgia,Houston County,North Carolina,Forsyth County,7,14,0,,7,14,7,14
Georgia,Houston County,North Carolina,Harnett County,0,,24,34,-24,34,24,34
Georgia,Houston County,North Carolina,Hoke County,117,195,0,,117,195,117,195
Georgia,Houston County,North Carolina,Mecklenburg County,10,19,0,,10,19,10,19
Georgia,Houston County,North Carolina,Onslow County,0,,38,65,-38,65,38,65
Georgia,Houston County,North Carolina,Pender County,0,,50,78,-50,78,50,78
Georgia,Houston County,North Carolina,Pitt County,0,,91,102,-91,102,91,102
Georgia,Houston County,North Carolina,Wake County,22,34,0,,22,34,22,34
Georgia,Houston County,Ohio,Cuyahoga County,152,234,233,324,-81,482,385,296
Georgia,Houston County,Ohio,Darke County,0,,6,9,-6,9,6,9
Georgia,Houston County,Ohio,Franklin County,0,,19,29,-19,29,19,29
Georgia,Houston County,Ohio,Lake County,256,284,0,,256,284,256,284
Georgia,Houston County,Ohio,Medina County,0,,12,20,-12,20,12,20
Georgia,Houston County,Oklahoma,Jackson County,0,,30,41,-30,41,30,41
Georgia,Houston County,Oklahoma,Oklahoma County,0,,8,12,-8,12,8,12
Georgia,Houston County,Oklahoma,Okmulgee County,0,,6,11,-6,11,6,11
Georgia,Houston County,Oklahoma,Texas County,0,,4,8,-4,8,4,8
Georgia,Houston County,Pennsylvania,Butler County,15,37,0,,15,37,15,37
Georgia,Houston County,Pennsylvania,Cambria County,0,,5,8,-5,8,5,8
Georgia,Houston County,Pennsylvania,Delaware County,20,26,0,,20,26,20,26
Georgia,Houston County,Pennsylvania,Lancaster County,9,13,0,,9,13,9,13
Georgia,Houston County,Pennsylvania,Lawrence County,0,,54,82,-54,82,54,82
Georgia,Houston County,Pennsylvania,Snyder County,0,,2,5,-2,5,2,5
Georgia,Houston County,Pennsylvania,Somerset County,0,,8,14,-8,14,8,14
Georgia,Houston County,Pennsylvania,Westmoreland County,16,25,46,65,-30,68,62,71
Georgia,Houston County,South Carolina,Beaufort County,0,,30,34,-30,34,30,34
Georgia,Houston County,South Carolina,Berkeley County,35,62,0,,35,62,35,62
Georgia,Houston County,South Carolina,Dorchester County,0,,74,112,-74,112,74,112
Georgia,Houston County,South Carolina,Greenville County,0,,4,6,-4,6,4,6
Georgia,Houston County,South Carolina,Horry County,0,,9,14,-9,14,9,14
Georgia,Houston County,South Carolina,Oconee County,10,17,0,,10,17,10,17
Georgia,Houston County,South Carolina,Richland County,44,71,44,37,0,78,88,82
Georgia,Houston County,South Carolina,Sumter County,87,122,0,,87,122,87,122
Georgia,Houston County,South Carolina,Williamsburg County,0,,16,23,-16,23,16,23
Georgia,Houston County,Tennessee,Davidson County,0,,4,7,-4,7,4,7
Georgia,Houston County,Tennessee,Hamilton County,0,,6,12,-6,12,6,12
Georgia,Houston County,Tennessee,Hardeman County,0,,1,2,-1,2,1,2
Georgia,Houston County,Tennessee,Knox County,0,,5,8,-5,8,5,8
Georgia,Houston County,Tennessee,Madison County,0,,8,23,-8,23,8,23
Georgia,Houston County,Tennessee,Smith County,77,116,0,,77,116,77,116
Georgia,Houston County,Tennessee,Tipton County,71,129,0,,71,129,71,129
Georgia,Houston County,Texas,Bexar County,0,,142,130,-142,130,142,130
Georgia,Houston County,Texas,Brazos County,56,89,0,,56,89,56,89
Georgia,Houston County,Texas,Collin County,0,,17,28,-17,28,17,28
Georgia,Houston County,Texas,Fort Bend County,21,35,0,,21,35,21,35
Georgia,Houston County,Texas,Tarrant County,0,,21,32,-21,32,21,32
Georgia,Houston County,Texas,Tom Green County,0,,36,41,-36,41,36,41
Georgia,Houston County,Texas,Travis County,37,65,0,,37,65,37,65
Georgia,Houston County,Texas,Wichita County,0,,30,54,-30,54,30,54
Georgia,Houston County,Virginia,Accomack County,0,,5,7,-5,7,5,7
Georgia,Houston County,Virginia,Arlington County,0,,16,32,-16,32,16,32
Georgia,Houston County,Virginia,Fairfax County,0,,41,43,-41,43,41,43
Georgia,Houston County,Virginia,York County,91,128,306,365,-215,384,397,389
Georgia,Houston County,Virginia,Alexandria City,0,,22,35,-22,35,22,35
Georgia,Houston County,Virginia,Chesapeake City,0,,20,27,-20,27,20,27
Georgia,Houston County,Virginia,Virginia Beach City,77,86,0,,77,86,77,86
Georgia,Houston County,Washington,Benton County,0,,29,43,-29,43,29,43
Georgia,Houston County,Washington,Mason County,0,,100,165,-100,165,100,165
Georgia,Houston County,Washington,Thurston County,0,,90,136,-90,136,90,136
Georgia,Houston County,Wisconsin,Vernon County,0,,8,10,-8,10,8,10
Georgia,Houston County,Wyoming,Park County,0,,32,51,-32,51,32,51
Georgia,Houston County,Puerto Rico,Naranjito Municipio,30,52,0,,30,52,30,52
Georgia,Houston County,Asia,-,348,289,,,,,,
Georgia,Houston County,Caribbean,-,167,241,,,,,,
Georgia,Houston County,Europe,-,233,197,,,,,,
Georgia,Houston County,Oceania and At Sea,-,8,13,,,,,,
Georgia,Houston County,South America,-,4,6,,,,,,
Georgia,Irwin County,Alabama,Houston County,3,5,0,,3,5,3,5
Georgia,Irwin County,Alabama,Talladega County,12,20,0,,12,20,12,20
Georgia,Irwin County,Arizona,Pima County,0,,6,12,-6,12,6,12
Georgia,Irwin County,California,Los Angeles County,11,16,0,,11,16,11,16
Georgia,Irwin County,Colorado,Arapahoe County,18,32,0,,18,32,18,32
Georgia,Irwin County,Florida,Nassau County,0,,30,53,-30,53,30,53
Georgia,Irwin County,Florida,Sumter County,4,7,0,,4,7,4,7
Georgia,Irwin County,Georgia,Baldwin County,24,45,0,,24,45,24,45
Georgia,Irwin County,Georgia,Ben Hill County,263,202,0,,263,202,263,202
Georgia,Irwin County,Georgia,Berrien County,21,31,55,89,-34,93,76,95
Georgia,Irwin County,Georgia,Bibb County,6,12,8,15,-2,19,14,19
Georgia,Irwin County,Georgia,Bulloch County,0,,4,15,-4,15,4,15
Georgia,Irwin County,Georgia,Camden County,0,,37,61,-37,61,37,61
Georgia,Irwin County,Georgia,Clayton County,0,,8,14,-8,14,8,14
Georgia,Irwin County,Georgia,Crisp County,0,,87,114,-87,114,87,114
Georgia,Irwin County,Georgia,Elbert County,0,,2,4,-2,4,2,4
Georgia,Irwin County,Georgia,Forsyth County,7,13,118,177,-111,178,125,177
Georgia,Irwin County,Georgia,Franklin County,5,11,0,,5,11,5,11
Georgia,Irwin County,Georgia,Fulton County,0,,118,79,-118,79,118,79
Georgia,Irwin County,Georgia,Gwinnett County,0,,1,2,-1,2,1,2
Georgia,Irwin County,Georgia,Hart County,67,79,0,,67,79,67,79
Georgia,Irwin County,Georgia,Houston County,7,14,8,14,-1,20,15,20
Georgia,Irwin County,Georgia,Jackson County,0,,8,11,-8,11,8,11
Georgia,Irwin County,Georgia,Jeff Davis County,0,,125,150,-125,150,125,150
Georgia,Irwin County,Georgia,Lanier County,0,,7,13,-7,13,7,13
Georgia,Irwin County,Georgia,Oglethorpe County,6,10,0,,6,10,6,10
Georgia,Irwin County,Georgia,Peach County,13,21,0,,13,21,13,21
Georgia,Irwin County,Georgia,Stephens County,20,25,0,,20,25,20,25
Georgia,Irwin County,Georgia,Stewart County,0,,17,16,-17,16,17,16
Georgia,Irwin County,Georgia,Tift County,65,69,66,73,-1,96,131,106
Georgia,Irwin County,Georgia,Treutlen County,0,,11,20,-11,20,11,20
Georgia,Irwin County,Georgia,Troup County,0,,17,21,-17,21,17,21
Georgia,Irwin County,Georgia,Turner County,3,6,0,,3,6,3,6
Georgia,Irwin County,Georgia,Wheeler County,0,,21,35,-21,35,21,35
Georgia,Irwin County,Georgia,Worth County,0,,11,18,-11,18,11,18
Georgia,Irwin County,South Carolina,Richland County,16,25,0,,16,25,16,25
Georgia,Irwin County,Africa,-,13,20,,,,,,
Georgia,Irwin County,Caribbean,-,10,16,,,,,,
Georgia,Jackson County,Alabama,Elmore County,17,24,0,,17,24,17,24
Georgia,Jackson County,Alabama,Jefferson County,0,,43,70,-43,70,43,70
Georgia,Jackson County,Alabama,Shelby County,0,,14,20,-14,20,14,20
Georgia,Jackson County,Arizona,Coconino County,14,23,0,,14,23,14,23
Georgia,Jackson County,Arizona,Maricopa County,44,76,0,,44,76,44,76
Georgia,Jackson County,Arkansas,White County,0,,7,16,-7,16,7,16
Georgia,Jackson County,California,Los Angeles County,5,9,0,,5,9,5,9
Georgia,Jackson County,California,Orange County,45,70,0,,45,70,45,70
Georgia,Jackson County,California,San Bernardino County,14,22,0,,14,22,14,22
Georgia,Jackson County,California,Shasta County,46,69,0,,46,69,46,69
Georgia,Jackson County,Connecticut,New London County,0,,13,22,-13,22,13,22
Georgia,Jackson County,Florida,Bay County,0,,21,32,-21,32,21,32
Georgia,Jackson County,Florida,Bradford County,71,102,0,,71,102,71,102
Georgia,Jackson County,Florida,Brevard County,32,52,26,42,6,68,58,65
Georgia,Jackson County,Florida,Escambia County,10,15,0,,10,15,10,15
Georgia,Jackson County,Florida,Flagler County,2,3,0,,2,3,2,3
Georgia,Jackson County,Florida,Hillsborough County,19,29,0,,19,29,19,29
Georgia,Jackson County,Florida,Miami-Dade County,4,8,31,54,-27,54,35,56
Georgia,Jackson County,Florida,St. Lucie County,0,,9,14,-9,14,9,14
Georgia,Jackson County,Florida,Seminole County,0,,16,25,-16,25,16,25
Georgia,Jackson County,Florida,Volusia County,40,60,0,,40,60,40,60
Georgia,Jackson County,Georgia,Appling County,9,17,0,,9,17,9,17
Georgia,Jackson County,Georgia,Bacon County,0,,6,11,-6,11,6,11
Georgia,Jackson County,Georgia,Baldwin County,5,10,24,37,-19,38,29,38
Georgia,Jackson County,Georgia,Banks County,118,101,107,67,11,119,225,124
Georgia,Jackson County,Georgia,Barrow County,551,247,293,186,258,278,844,337
Georgia,Jackson County,Georgia,Ben Hill County,0,,7,21,-7,21,7,21
Georgia,Jackson County,Georgia,Bibb County,14,23,0,,14,23,14,23
Georgia,Jackson County,Georgia,Bleckley County,0,,25,36,-25,36,25,36
Georgia,Jackson County,Georgia,Brantley County,0,,2,4,-2,4,2,4
Georgia,Jackson County,Georgia,Bryan County,11,16,0,,11,16,11,16
Georgia,Jackson County,Georgia,Bulloch County,22,30,20,27,2,41,42,40
Georgia,Jackson County,Georgia,Butts County,12,21,32,36,-20,41,44,42
Georgia,Jackson County,Georgia,Carroll County,0,,8,20,-8,20,8,20
Georgia,Jackson County,Georgia,Charlton County,0,,18,24,-18,24,18,24
Georgia,Jackson County,Georgia,Chatham County,13,22,7,12,6,25,20,25
Georgia,Jackson County,Georgia,Cherokee County,90,119,0,,90,119,90,119
Georgia,Jackson County,Georgia,Clarke County,201,115,581,240,-380,270,782,261
Georgia,Jackson County,Georgia,Clayton County,11,16,107,125,-96,126,118,126
Georgia,Jackson County,Georgia,Cobb County,22,30,41,46,-19,57,63,51
Georgia,Jackson County,Georgia,Coffee County,5,11,0,,5,11,5,11
Georgia,Jackson County,Georgia,DeKalb County,1,3,0,,1,3,1,3
Georgia,Jackson County,Georgia,Dodge County,0,,22,21,-22,21,22,21
Georgia,Jackson County,Georgia,Dougherty County,0,,25,39,-25,39,25,39
Georgia,Jackson County,Georgia,Elbert County,7,10,72,80,-65,81,79,80
Georgia,Jackson County,Georgia,Evans County,0,,5,9,-5,9,5,9
Georgia,Jackson County,Georgia,Floyd County,7,13,17,23,-10,25,24,27
Georgia,Jackson County,Georgia,Forsyth County,38,45,67,61,-29,75,105,76
Georgia,Jackson County,Georgia,Franklin County,163,203,26,39,137,206,189,206
Georgia,Jackson County,Georgia,Fulton County,41,46,61,77,-20,91,102,89
Georgia,Jackson County,Georgia,Gilmer County,2,5,0,,2,5,2,5
Georgia,Jackson County,Georgia,Gordon County,17,20,0,,17,20,17,20
Georgia,Jackson County,Georgia,Gwinnett County,544,321,168,137,376,351,712,346
Georgia,Jackson County,Georgia,Habersham County,131,208,121,156,10,253,252,267
Georgia,Jackson County,Georgia,Hall County,"1,151",532,301,172,850,554,"1,452",563
Georgia,Jackson County,Georgia,Hart County,84,62,14,25,70,67,98,66
Georgia,Jackson County,Georgia,Henry County,168,138,0,,168,138,168,138
Georgia,Jackson County,Georgia,Houston County,23,40,0,,23,40,23,40
Georgia,Jackson County,Georgia,Irwin County,8,11,0,,8,11,8,11
Georgia,Jackson County,Georgia,Jasper County,2,4,0,,2,4,2,4
Georgia,Jackson County,Georgia,Jefferson County,0,,6,12,-6,12,6,12
Georgia,Jackson County,Georgia,Liberty County,20,37,0,,20,37,20,37
Georgia,Jackson County,Georgia,Lowndes County,52,55,0,,52,55,52,55
Georgia,Jackson County,Georgia,Lumpkin County,109,121,21,35,88,129,130,124
Georgia,Jackson County,Georgia,Madison County,33,42,120,157,-87,169,153,155
Georgia,Jackson County,Georgia,Marion County,0,,4,8,-4,8,4,8
Georgia,Jackson County,Georgia,Miller County,0,,10,16,-10,16,10,16
Georgia,Jackson County,Georgia,Mitchell County,0,,7,13,-7,13,7,13
Georgia,Jackson County,Georgia,Montgomery County,0,,9,17,-9,17,9,17
Georgia,Jackson County,Georgia,Muscogee County,17,25,16,28,1,38,33,37
Georgia,Jackson County,Georgia,Newton County,40,52,0,,40,52,40,52
Georgia,Jackson County,Georgia,Oconee County,0,,10,16,-10,16,10,16
Georgia,Jackson County,Georgia,Paulding County,12,17,13,16,-1,24,25,23
Georgia,Jackson County,Georgia,Polk County,0,,60,109,-60,109,60,109
Georgia,Jackson County,Georgia,Rabun County,0,,10,19,-10,19,10,19
Georgia,Jackson County,Georgia,Richmond County,0,,5,10,-5,10,5,10
Georgia,Jackson County,Georgia,Screven County,15,24,0,,15,24,15,24
Georgia,Jackson County,Georgia,Stephens County,28,37,0,,28,37,28,37
Georgia,Jackson County,Georgia,Sumter County,4,8,0,,4,8,4,8
Georgia,Jackson County,Georgia,Tattnall County,0,,13,16,-13,16,13,16
Georgia,Jackson County,Georgia,Thomas County,5,10,0,,5,10,5,10
Georgia,Jackson County,Georgia,Troup County,17,26,15,19,2,32,32,33
Georgia,Jackson County,Georgia,Union County,0,,14,18,-14,18,14,18
Georgia,Jackson County,Georgia,Upson County,12,22,0,,12,22,12,22
Georgia,Jackson County,Georgia,Walton County,28,38,114,115,-86,120,142,122
Georgia,Jackson County,Georgia,White County,9,10,0,,9,10,9,10
Georgia,Jackson County,Illinois,DuPage County,49,77,25,38,24,87,74,85
Georgia,Jackson County,Indiana,Tippecanoe County,0,,33,54,-33,54,33,54
Georgia,Jackson County,Indiana,Warrick County,0,,11,16,-11,16,11,16
Georgia,Jackson County,Iowa,Union County,12,17,0,,12,17,12,17
Georgia,Jackson County,Kentucky,Adair County,0,,9,14,-9,14,9,14
Georgia,Jackson County,Louisiana,Iberville Parish,1,3,0,,1,3,1,3
Georgia,Jackson County,Louisiana,Jefferson Parish,5,7,0,,5,7,5,7
Georgia,Jackson County,Maine,Lincoln County,0,,1,3,-1,3,1,3
Georgia,Jackson County,Maryland,Allegany County,0,,116,116,-116,116,116,116
Georgia,Jackson County,Maryland,Frederick County,1,3,0,,1,3,1,3
Georgia,Jackson County,Massachusetts,Franklin County,0,,2,3,-2,3,2,3
Georgia,Jackson County,Mississippi,DeSoto County,6,10,0,,6,10,6,10
Georgia,Jackson County,New Jersey,Burlington County,35,45,0,,35,45,35,45
Georgia,Jackson County,New Jersey,Camden County,9,16,0,,9,16,9,16
Georgia,Jackson County,New York,Bronx County,4,8,0,,4,8,4,8
Georgia,Jackson County,New York,Nassau County,0,,16,21,-16,21,16,21
Georgia,Jackson County,North Carolina,Buncombe County,20,32,20,23,0,39,40,40
Georgia,Jackson County,North Carolina,Cabarrus County,0,,34,49,-34,49,34,49
Georgia,Jackson County,North Carolina,Henderson County,0,,21,32,-21,32,21,32
Georgia,Jackson County,North Carolina,Wake County,0,,41,68,-41,68,41,68
Georgia,Jackson County,Ohio,Butler County,0,,91,168,-91,168,91,168
Georgia,Jackson County,Ohio,Carroll County,7,10,0,,7,10,7,10
Georgia,Jackson County,Oklahoma,Okmulgee County,11,33,0,,11,33,11,33
Georgia,Jackson County,Oregon,Washington County,12,18,0,,12,18,12,18
Georgia,Jackson County,Pennsylvania,Lackawanna County,0,,10,16,-10,16,10,16
Georgia,Jackson County,Pennsylvania,Philadelphia County,0,,10,16,-10,16,10,16
Georgia,Jackson County,South Carolina,Anderson County,0,,46,50,-46,50,46,50
Georgia,Jackson County,South Carolina,Beaufort County,0,,38,57,-38,57,38,57
Georgia,Jackson County,South Carolina,Charleston County,120,173,0,,120,173,120,173
Georgia,Jackson County,South Carolina,Greenville County,4,9,24,25,-20,26,28,28
Georgia,Jackson County,South Carolina,Greenwood County,18,24,0,,18,24,18,24
Georgia,Jackson County,South Carolina,Lexington County,0,,65,98,-65,98,65,98
Georgia,Jackson County,South Carolina,Oconee County,0,,65,94,-65,94,65,94
Georgia,Jackson County,South Carolina,Richland County,0,,6,10,-6,10,6,10
Georgia,Jackson County,South Carolina,York County,31,35,0,,31,35,31,35
Georgia,Jackson County,Tennessee,Hamilton County,21,33,15,25,6,29,36,51
Georgia,Jackson County,Tennessee,Montgomery County,0,,10,14,-10,14,10,14
Georgia,Jackson County,Tennessee,Perry County,12,17,0,,12,17,12,17
Georgia,Jackson County,Tennessee,Rhea County,0,,8,12,-8,12,8,12
Georgia,Jackson County,Tennessee,Sevier County,0,,9,17,-9,17,9,17
Georgia,Jackson County,Texas,Galveston County,11,22,0,,11,22,11,22
Georgia,Jackson County,Texas,Panola County,18,30,0,,18,30,18,30
Georgia,Jackson County,Texas,Tarrant County,0,,5,7,-5,7,5,7
Georgia,Jackson County,Texas,Wise County,10,18,0,,10,18,10,18
Georgia,Jackson County,Utah,Utah County,0,,17,21,-17,21,17,21
Georgia,Jackson County,Virginia,Charlotte County,12,22,0,,12,22,12,22
Georgia,Jackson County,Washington,Snohomish County,4,7,0,,4,7,4,7
Georgia,Jackson County,West Virginia,Morgan County,24,33,0,,24,33,24,33
Georgia,Jackson County,Wisconsin,Marinette County,9,15,0,,9,15,9,15
Georgia,Jackson County,Wisconsin,Richland County,7,12,0,,7,12,7,12
Georgia,Jackson County,Puerto Rico,Bayamón Municipio,6,13,0,,6,13,6,13
Georgia,Jackson County,Asia,-,78,70,,,,,,
Georgia,Jackson County,Central America,-,57,69,,,,,,
Georgia,Jackson County,Europe,-,45,57,,,,,,
Georgia,Jackson County,South America,-,80,100,,,,,,
Georgia,Jasper County,California,Humboldt County,0,,12,22,-12,22,12,22
Georgia,Jasper County,California,Riverside County,24,42,0,,24,42,24,42
Georgia,Jasper County,Florida,Hardee County,0,,11,26,-11,26,11,26
Georgia,Jasper County,Florida,Hendry County,0,,1,4,-1,4,1,4
Georgia,Jasper County,Florida,Nassau County,0,,1,4,-1,4,1,4
Georgia,Jasper County,Florida,Palm Beach County,0,,1,2,-1,2,1,2
Georgia,Jasper County,Georgia,Baldwin County,0,,14,16,-14,16,14,16
